Query Number,Time,SQLStatement
470, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=235, 

472, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=236, 

474, 0.00132575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=237, 

476, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=238, 

478, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=239, 

480, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=240, 

468, 0.0013075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=234, 

470, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=235, 

472, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=236, 

474, 0.00132575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=237, 

476, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=238, 

478, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=239, 

480, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=240, 

482, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=241, 

470, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=235, 

472, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=236, 

474, 0.00132575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=237, 

476, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=238, 

478, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=239, 

480, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=240, 

482, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=241, 

484, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=242, 

472, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=236, 

474, 0.00132575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=237, 

476, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=238, 

478, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=239, 

480, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=240, 

482, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=241, 

484, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=242, 

486, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=243, 

474, 0.00132575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=237, 

476, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=238, 

478, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=239, 

480, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=240, 

482, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=241, 

484, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=242, 

486, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=243, 

488, 0.00132275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=244, 

476, 0.001299, SELECT itemID FROM dataminingdb.itemsets WHERE transId=238, 

478, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=239, 

480, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=240, 

482, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=241, 

484, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=242, 

486, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=243, 

488, 0.00132275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=244, 

490, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=245, 

478, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=239, 

480, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=240, 

482, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=241, 

484, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=242, 

486, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=243, 

488, 0.00132275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=244, 

490, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=245, 

492, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=246, 

480, 0.0013065, SELECT itemID FROM dataminingdb.itemsets WHERE transId=240, 

482, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=241, 

484, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=242, 

486, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=243, 

488, 0.00132275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=244, 

490, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=245, 

492, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=246, 

494, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=247, 

482, 0.0013005, SELECT itemID FROM dataminingdb.itemsets WHERE transId=241, 

484, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=242, 

486, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=243, 

488, 0.00132275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=244, 

490, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=245, 

492, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=246, 

494, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=247, 

496, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=248, 

484, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=242, 

486, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=243, 

488, 0.00132275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=244, 

490, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=245, 

492, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=246, 

494, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=247, 

496, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=248, 

498, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=249, 

486, 0.00130025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=243, 

488, 0.00132275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=244, 

490, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=245, 

492, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=246, 

494, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=247, 

496, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=248, 

498, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=249, 

500, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=250, 

488, 0.00132275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=244, 

490, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=245, 

492, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=246, 

494, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=247, 

496, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=248, 

498, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=249, 

500, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=250, 

502, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=251, 

490, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=245, 

492, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=246, 

494, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=247, 

496, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=248, 

498, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=249, 

500, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=250, 

502, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=251, 

504, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=252, 

492, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=246, 

494, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=247, 

496, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=248, 

498, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=249, 

500, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=250, 

502, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=251, 

504, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=252, 

506, 0.00131025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=253, 

494, 0.00130875, SELECT itemID FROM dataminingdb.itemsets WHERE transId=247, 

496, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=248, 

498, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=249, 

500, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=250, 

502, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=251, 

504, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=252, 

506, 0.00131025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=253, 

508, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=254, 

496, 0.0012985, SELECT itemID FROM dataminingdb.itemsets WHERE transId=248, 

498, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=249, 

500, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=250, 

502, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=251, 

504, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=252, 

506, 0.00131025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=253, 

508, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=254, 

510, 0.001316, SELECT itemID FROM dataminingdb.itemsets WHERE transId=255, 

498, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=249, 

500, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=250, 

502, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=251, 

504, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=252, 

506, 0.00131025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=253, 

508, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=254, 

510, 0.001316, SELECT itemID FROM dataminingdb.itemsets WHERE transId=255, 

512, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=256, 

500, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=250, 

502, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=251, 

504, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=252, 

506, 0.00131025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=253, 

508, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=254, 

510, 0.001316, SELECT itemID FROM dataminingdb.itemsets WHERE transId=255, 

512, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=256, 

514, 0.0013635, SELECT itemID FROM dataminingdb.itemsets WHERE transId=257, 

502, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=251, 

504, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=252, 

506, 0.00131025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=253, 

508, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=254, 

510, 0.001316, SELECT itemID FROM dataminingdb.itemsets WHERE transId=255, 

512, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=256, 

514, 0.0013635, SELECT itemID FROM dataminingdb.itemsets WHERE transId=257, 

516, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=258, 

504, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=252, 

506, 0.00131025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=253, 

508, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=254, 

510, 0.001316, SELECT itemID FROM dataminingdb.itemsets WHERE transId=255, 

512, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=256, 

514, 0.0013635, SELECT itemID FROM dataminingdb.itemsets WHERE transId=257, 

516, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=258, 

518, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=259, 

506, 0.00131025, SELECT itemID FROM dataminingdb.itemsets WHERE transId=253, 

508, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=254, 

510, 0.001316, SELECT itemID FROM dataminingdb.itemsets WHERE transId=255, 

512, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=256, 

514, 0.0013635, SELECT itemID FROM dataminingdb.itemsets WHERE transId=257, 

516, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=258, 

518, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=259, 

520, 0.00133, SELECT itemID FROM dataminingdb.itemsets WHERE transId=260, 

508, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=254, 

510, 0.001316, SELECT itemID FROM dataminingdb.itemsets WHERE transId=255, 

512, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=256, 

514, 0.0013635, SELECT itemID FROM dataminingdb.itemsets WHERE transId=257, 

516, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=258, 

518, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=259, 

520, 0.00133, SELECT itemID FROM dataminingdb.itemsets WHERE transId=260, 

522, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=261, 

510, 0.001316, SELECT itemID FROM dataminingdb.itemsets WHERE transId=255, 

512, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=256, 

514, 0.0013635, SELECT itemID FROM dataminingdb.itemsets WHERE transId=257, 

516, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=258, 

518, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=259, 

520, 0.00133, SELECT itemID FROM dataminingdb.itemsets WHERE transId=260, 

522, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=261, 

524, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=262, 

512, 0.00129675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=256, 

514, 0.0013635, SELECT itemID FROM dataminingdb.itemsets WHERE transId=257, 

516, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=258, 

518, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=259, 

520, 0.00133, SELECT itemID FROM dataminingdb.itemsets WHERE transId=260, 

522, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=261, 

524, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=262, 

526, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=263, 

514, 0.0013635, SELECT itemID FROM dataminingdb.itemsets WHERE transId=257, 

516, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=258, 

518, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=259, 

520, 0.00133, SELECT itemID FROM dataminingdb.itemsets WHERE transId=260, 

522, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=261, 

524, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=262, 

526, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=263, 

528, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=264, 

516, 0.00134075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=258, 

518, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=259, 

520, 0.00133, SELECT itemID FROM dataminingdb.itemsets WHERE transId=260, 

522, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=261, 

524, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=262, 

526, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=263, 

528, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=264, 

530, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=265, 

518, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=259, 

520, 0.00133, SELECT itemID FROM dataminingdb.itemsets WHERE transId=260, 

522, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=261, 

524, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=262, 

526, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=263, 

528, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=264, 

530, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=265, 

532, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=266, 

520, 0.00133, SELECT itemID FROM dataminingdb.itemsets WHERE transId=260, 

522, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=261, 

524, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=262, 

526, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=263, 

528, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=264, 

530, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=265, 

532, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=266, 

534, 0.00131925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=267, 

522, 0.0012995, SELECT itemID FROM dataminingdb.itemsets WHERE transId=261, 

524, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=262, 

526, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=263, 

528, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=264, 

530, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=265, 

532, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=266, 

534, 0.00131925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=267, 

536, 0.00130325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=268, 

524, 0.00132125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=262, 

526, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=263, 

528, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=264, 

530, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=265, 

532, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=266, 

534, 0.00131925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=267, 

536, 0.00130325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=268, 

538, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=269, 

526, 0.00131425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=263, 

528, 0.0012955, SELECT itemID FROM dataminingdb.itemsets WHERE transId=264, 

530, 0.0013205, SELECT itemID FROM dataminingdb.itemsets WHERE transId=265, 

532, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=266, 
